Country,Year,Value
Mauritius,2019,46.562
Mauritius,2015,7.145
Mauritius,2016,7.667
Mauritius,2017,6.921
Mauritius,2018,19.732
Mauritius,2019,15.82
Mauritius,2015,27.912
Mauritius,2016,28.93
Mauritius,2017,141.925
Mauritius,2018,297.367
Mauritius,2019,311.113
Mauritius,2015,79.628
Mauritius,2016,107.623
Mauritius,2017,195.055
Mauritius,2018,526.377
Mauritius,2019,480.52
Mauritius,2015,43.611
Mauritius,2016,90.323
Mauritius,2017,52.071
Mauritius,2018,74.12
Mauritius,2019,88.47
Mauritius,2015,4.558
Mauritius,2016,1.963
Mauritius,2017,3.195
Mauritius,2018,54.208
Mauritius,2019,15.342
Mauritius,2015,5.836
Mauritius,2016,3.372
Mauritius,2017,9.93
Mauritius,2018,526.377
Mauritius,2019,41.497
Mauritius,2015,85.765
Mauritius,2016,48.892
Mauritius,2017,123.016
Mauritius,2018,160.942
Mauritius,2019,261.782
Mauritius,2015,1.381
Mauritius,2016,1.087
Mauritius,2017,2.012
Mauritius,2018,2.537
Mauritius,2019,34.728
Mauritius,2015,0.122
Mauritius,2016,0.003
Mauritius,2017,0.002
Mauritius,2018,0.388
Mauritius,2019,0.008
Maldives,2010,206.25
Maldives,2011,217.391
Maldives,2012,280.443
Maldives,2013,345.165
Maldives,2014,422.987
Maldives,2015,509.539
Maldives,2016,599.674
Maldives,2017,690.655
Maldives,2018,799.611
Maldives,2019,910.598
Maldives,2020,1019.163
Maldives,2010,2570.74
Maldives,2011,3066.6
Maldives,2012,3953.84
Maldives,2013,4887.9
Maldives,2014,5948.95
Maldives,2015,3054.59
Maldives,2016,7389.73
Maldives,2017,8774.94
Maldives,2018,11313.46
Maldives,2019,12382.9
Maldives,2020,14118.48
Gibraltar,2011,3.333
Gibraltar,2012,2.677
Gibraltar,2013,4.234
Gibraltar,2014,2.322
Gibraltar,2012,0.031
Gibraltar,2013,0.613
Gibraltar,2011,0.236
Gibraltar,2012,0.107
Gibraltar,2013,0.118
Gibraltar,2014,0.09
Gibraltar,2011,1.178
Gibraltar,2012,7.101
Gibraltar,2013,1.591
Gibraltar,2014,0.509
Gibraltar,2011,1.927
Gibraltar,2012,2.294
Gibraltar,2013,2.801
Gibraltar,2014,0.244
Gibraltar,2011,0.498
Gibraltar,2012,1.036
Gibraltar,2013,1.947
Gibraltar,2014,0.117
Maldives,2010,69.26
Maldives,2011,183.4
Maldives,2012,255.16
Maldives,2013,268.95
Maldives,2014,286.5
Maldives,2015,282.66
Maldives,2016,333.79
Maldives,2017,310.05
Maldives,2018,366.57
Maldives,2019,474.3
Maldives,2020,509.92
Gibraltar,2011,5.152
Gibraltar,2012,4.224
Gibraltar,2013,6.972
Gibraltar,2014,3.625
Maldives,2010,0
Maldives,2011,0
Maldives,2012,0
Maldives,2013,61.86
Maldives,2014,52.74
Maldives,2015,52.74
Maldives,2016,42.93
Maldives,2017,32.37
Maldives,2018,173.784
Maldives,2019,332.675
Maldives,2020,321.71
Gibraltar,2011,0.708
Gibraltar,2012,0.422
Gibraltar,2013,0.239
Gibraltar,2014,0.317
Gibraltar,2011,4.658
Gibraltar,2012,4.054
Gibraltar,2013,5.234
Gibraltar,2014,1.31
Gibraltar,2011,34.547
Gibraltar,2012,38.674
Gibraltar,2013,42.353
Gibraltar,2014,10.945
Gibraltar,2011,0.77
Gibraltar,2012,1.635
Gibraltar,2013,3.206
Gibraltar,2014,0.183
Maldives,2010,2640
Maldives,2011,3350
Maldives,2012,4309
Maldives,2013,5319
Maldives,2014,6514
Maldives,2015,7852
Maldives,2016,9205
Maldives,2017,10643
Maldives,2018,12322
Maldives,2019,14005
Maldives,2020,15705.3
Maldives,2010,2570.74
Maldives,2011,3066.6
Maldives,2012,3953.84
Maldives,2013,4949.76
Maldives,2014,6001.69
Maldives,2015,3107.33
Maldives,2016,7432.66
Maldives,2017,8807.31
Maldives,2018,11487.24
Maldives,2019,12715.58
Maldives,2020,14440.19
Gibraltar,2011,1.821
Gibraltar,2012,11.205
Gibraltar,2013,2.62
Gibraltar,2014,0.794
Gibraltar,2011,2.979
Gibraltar,2012,3.621
Gibraltar,2013,4.613
Gibraltar,2014,0.381
Gibraltar,2011,1.095
Gibraltar,2012,0.666
Gibraltar,2013,0.394
Gibraltar,2014,0.494
Maldives,2010,200.839
Maldives,2011,199.001
Maldives,2012,257.328
Maldives,2013,321.204
Maldives,2014,389.72
Maldives,2015,201.644
Maldives,2016,484.212
Maldives,2017,571.532
Maldives,2018,745.441
Maldives,2019,826.761
Maldives,2020,937.066
Gibraltar,2011,3.013
Gibraltar,2012,2.569
Gibraltar,2013,3.178
Gibraltar,2014,0.839
Maldives,2010,200.839
Maldives,2011,199.001
Maldives,2012,257.328
Maldives,2013,317.19
Maldives,2014,386.295
Maldives,2015,198.221
Maldives,2016,481.416
Maldives,2017,569.432
Maldives,2018,734.164
Maldives,2019,805.13
Maldives,2020,916.189
Gibraltar,2011,0.153
Gibraltar,2012,0.068
Gibraltar,2013,0.071
Gibraltar,2014,0.058
Maldives,2010,0
Maldives,2011,0
Maldives,2012,0
Maldives,2013,4.014
Maldives,2014,3.425
Maldives,2015,3.422
Maldives,2016,2.797
Maldives,2017,2.101
Maldives,2018,11.277
Maldives,2019,21.63
Maldives,2020,20.877
Gibraltar,2011,22.344
Gibraltar,2012,24.508
Gibraltar,2013,25.718
Gibraltar,2014,7.012
Gibraltar,2011,6.345
Gibraltar,2012,5.246
Gibraltar,2013,7.412
Gibraltar,2014,3.161
Gibraltar,2011,9.81
Gibraltar,2012,8.278
Gibraltar,2013,12.206
Gibraltar,2014,4.934
Maldives,2018,25.82
Maldives,2019,31.1
Gibraltar,2012,0.049
Gibraltar,2013,1.01
Maldives,2010,5.411
Maldives,2011,11.901
Maldives,2012,16.607
Maldives,2013,17.453
Maldives,2014,18.604
Maldives,2015,18.343
Maldives,2016,21.745
Maldives,2017,20.12
Maldives,2018,23.788
Maldives,2019,30.839
Maldives,2020,33.09
Maldives,2018,1.676
Maldives,2019,2.022
Botswana,2017,411
Botswana,2013,0
Botswana,2013,58700
Botswana,2017,82004
Botswana,2018,80745.249
Botswana,2019,93133.174
Botswana,2013,11.4
Botswana,2017,964
Botswana,2018,3267.319
Botswana,2013,315
Botswana,2013,0
Botswana,2013,8340
Botswana,2017,17955
Botswana,2018,14277.668
Botswana,2019,15073.792
Botswana,2013,3188
Botswana,2017,5470
Botswana,2018,7756.259
Botswana,2019,17976.136
Botswana,2013,0
Botswana,2017,41.648
Botswana,2013,0
Botswana,2013,6730.725
Botswana,2017,8309.756
Botswana,2018,7522.803
Botswana,2019,8768.446
Botswana,2013,1.307
Botswana,2017,97.686
Botswana,2018,304.407
Botswana,2013,36.119
Botswana,2013,0
Botswana,2013,956.29
Botswana,2017,1819.444
Botswana,2018,1330.209
Botswana,2019,1419.191
Botswana,2013,365.546
Botswana,2017,554.295
Botswana,2018,722.628
Botswana,2019,1692.445
Botswana,2013,0
Armenia,2014,2.929
Armenia,2015,19.783
Armenia,2016,35.859
Armenia,2017,61.372
Armenia,2018,81.61
Armenia,2019,157.169
Armenia,2020,224.901
Papua New Guinea,2013,0
Zambia,2010,94.375
Zambia,2011,114.258
Zambia,2012,119.223
Zambia,2013,136.298
Zambia,2014,189.828
Zambia,2015,78.415
Zambia,2016,108.669
Zambia,2017,102.117
Zambia,2018,99.077
Zambia,2019,95.393
Croatia,2019,133.392
Croatia,2020,2027.869
Malawi,2015,24400
Malawi,2016,0
Papua New Guinea,2013,0
Croatia,2014,105.73
Croatia,2015,74.527
Croatia,2016,256.04
Croatia,2017,103.133
Croatia,2018,298.778
Croatia,2019,329.961
Croatia,2020,445.034
Zambia,2010,7
Zambia,2011,19
Zambia,2012,2
Zambia,2016,48
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Croatia,2014,50996.56
Croatia,2015,57751.375
Croatia,2016,64529.221
Croatia,2017,71495.245
Croatia,2018,73650.333
Croatia,2019,85015.431
Croatia,2020,88048.087
Malawi,2014,57352
Malawi,2015,77300
Malawi,2016,117826.313
Malawi,2017,165302.087
Malawi,2018,236164.131
Malawi,2019,217789.482
Malawi,2020,300712.605
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Papua New Guinea,2013,223
Malawi,2013,409.189
Malawi,2014,524.619
Malawi,2015,455.882
Malawi,2016,522.671
Malawi,2017,727.106
Malawi,2018,944.373
Malawi,2019,1153.978
Malawi,2020,1319.528
Croatia,2014,494.954
Croatia,2015,529.655
Croatia,2016,270.498
Croatia,2017,775.43
Croatia,2018,784.8
Croatia,2019,1290.232
Croatia,2020,1290.018
Papua New Guinea,2013,838.252
Papua New Guinea,2017,1110.961
Papua New Guinea,2018,1271.171
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,-2.226
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,48.038
Lithuania,2019,80.075
Lithuania,2020,91.523
Zambia,2010,1.458
Zambia,2011,3.711
Zambia,2012,0.388
Zambia,2016,4.839
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Lithuania,2010,71.585
Lithuania,2011,101.322
Lithuania,2012,72.74
Lithuania,2013,70.093
Lithuania,2014,148.24
Lithuania,2015,220.113
Lithuania,2016,245.211
Lithuania,2017,176.993
Lithuania,2018,270.493
Lithuania,2019,99.748
Lithuania,2020,129.441
Papua New Guinea,2013,3548.92
Papua New Guinea,2017,3733.929
Papua New Guinea,2018,3825.28
Malawi,2014,124.304
Malawi,2015,114.913
Malawi,2016,198.654
Malawi,2017,270.071
Malawi,2018,371.608
Malawi,2019,368.425
Malawi,2020,455.833
Dominican Republic,2017,0
Lithuania,2010,187.813
Lithuania,2011,294.536
Lithuania,2012,294.487
Lithuania,2013,302.005
Lithuania,2014,290.611
Lithuania,2015,233.23
Lithuania,2016,245.732
Lithuania,2017,248.688
Lithuania,2018,282.86
Lithuania,2019,220.018
Lithuania,2020,313.061
Croatia,2014,666.32
Croatia,2015,521.074
Croatia,2016,1835.434
Croatia,2017,646.613
Croatia,2018,1932.852
Croatia,2019,2194.211
Croatia,2020,2732.079
Armenia,2014,4273.222
Armenia,2015,14684.423
Armenia,2016,28790.648
Armenia,2017,43454.014
Armenia,2018,62654.068
Armenia,2019,89592.035
Armenia,2020,144594.298
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,-1.814
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,41.955
Lithuania,2019,71.279
Lithuania,2020,74.585
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Malawi,2014,58520
Malawi,2015,77300
Malawi,2016,144742.995
Malawi,2017,197699.764
Malawi,2018,272644.881
Malawi,2019,272219.362
Malawi,2020,352410.03
Papua New Guinea,2013,8593
Papua New Guinea,2017,12064.39
Papua New Guinea,2018,12879.73
Croatia,2018,71.277
Croatia,2020,1.977
Malawi,2016,0
Zambia,2010,152.917
Zambia,2011,160.352
Zambia,2012,176.311
Zambia,2013,181.488
Zambia,2014,167.762
Zambia,2015,120.31
Zambia,2016,146.169
Zambia,2017,151.109
Zambia,2018,187.416
Zambia,2019,147.059
Dominican Republic,2017,608.598
Dominican Republic,2018,737.35
Dominican Republic,2019,6250.281
Dominican Republic,2020,8200.79
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Croatia,2018,461.103
Croatia,2020,12.14
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Armenia,2014,0.373
Armenia,2015,2.626
Armenia,2016,8.514
Armenia,2017,19.329
Armenia,2018,32.347
Armenia,2019,48.689
Armenia,2020,71.708
Croatia,2014,3119.25
Croatia,2015,3703.242
Croatia,2016,1939.077
Croatia,2017,4861.74
Croatia,2018,5077.022
Croatia,2019,8579.925
Croatia,2020,7919.47
Malawi,2013,177981
Malawi,2014,246980
Malawi,2015,306663
Malawi,2016,380828.743
Malawi,2017,532263.414
Malawi,2018,692876.757
Malawi,2019,852643.425
Malawi,2020,1020143.448
Dominican Republic,2017,12.601
Dominican Republic,2018,14.666
Dominican Republic,2019,118.019
Dominican Republic,2020,140.603
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Croatia,2014,8091.986
Croatia,2015,8259.871
Croatia,2016,9001.729
Croatia,2017,11403.236
Croatia,2018,11384.781
Croatia,2019,12784.446
Croatia,2020,14342.324
Dominican Republic,2017,0
Malawi,2014,2.481
Malawi,2016,36.942
Malawi,2017,44.257
Malawi,2018,49.722
Malawi,2019,73.666
Malawi,2020,66.869
Armenia,2014,8.624
Armenia,2015,27.729
Armenia,2016,50.978
Armenia,2017,70.433
Armenia,2018,97.171
Armenia,2019,138.078
Armenia,2020,204.98
Dominican Republic,2014,1503.109
Dominican Republic,2016,1242.034
Dominican Republic,2017,0
Dominican Republic,2018,8.083
Dominican Republic,2019,65.231
Dominican Republic,2020,79.878
Zambia,2010,576
Zambia,2011,794
Zambia,2012,976
Zambia,2013,1176
Zambia,2014,1687
Zambia,2015,1355
Zambia,2016,1638
Zambia,2017,1404
Zambia,2018,1723
Zambia,2019,1866
Dominican Republic,2017,14.917
Dominican Republic,2018,6.07
Dominican Republic,2019,8.634
Dominican Republic,2020,14.619
Dominican Republic,2014,66672.358
Dominican Republic,2016,58010.7
Dominican Republic,2017,0
Dominican Republic,2018,406.4
Dominican Republic,2019,3454.622
Dominican Republic,2020,4658.932
Croatia,2014,165.82
Croatia,2015,179.738
Croatia,2016,231.331
Croatia,2017,210.836
Croatia,2018,186.801
Croatia,2019,350.041
Croatia,2020,583.544
Dominican Republic,2017,0
Armenia,2014,4096.093
Armenia,2015,13414.042
Armenia,2016,24670.395
Armenia,2017,34096.826
Armenia,2018,47006.248
Armenia,2019,66236.145
Armenia,2020,107120.351
Papua New Guinea,2013,92.099
Croatia,2014,404.82
Croatia,2015,217.71
Croatia,2016,418.298
Croatia,2017,596.462
Croatia,2018,902.714
Croatia,2019,386.888
Croatia,2020,846.926
Malawi,2015,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Lithuania,2010,1134.165
Lithuania,2011,1208.659
Lithuania,2012,1429.907
Lithuania,2013,1610.628
Lithuania,2014,1918.798
Lithuania,2015,2182.39
Lithuania,2016,2574.044
Lithuania,2017,3012.22
Lithuania,2018,3265.559
Lithuania,2019,4021.121
Lithuania,2020,4663.442
Zambia,2010,14
Zambia,2018,306
Zambia,2019,358
Papua New Guinea,2013,0
Malawi,2014,61.602
Malawi,2015,61.842
Malawi,2016,53.218
Malawi,2017,71.386
Malawi,2018,78.258
Malawi,2019,133.532
Malawi,2020,110.364
Papua New Guinea,2013,2029.66
Papua New Guinea,2017,3589.535
Papua New Guinea,2018,4280.037
Malawi,2014,35.496
Malawi,2015,32.408
Malawi,2016,40.236
Malawi,2017,42.484
Malawi,2018,37.11
Malawi,2019,47.326
Malawi,2020,50.915
Armenia,2014,0.274
Armenia,2015,0.163
Armenia,2016,0.378
Armenia,2017,1.964
Armenia,2018,4.553
Armenia,2019,6.64
Armenia,2020,8.424
Armenia,2014,13.369
Armenia,2015,14.897
Armenia,2016,35.12
Armenia,2017,65.515
Armenia,2018,112.928
Armenia,2019,173.633
Armenia,2020,197.521
Armenia,2014,0
Armenia,2018,0
Papua New Guinea,2013,0
Croatia,2014,26.312
Croatia,2015,25.707
Croatia,2016,32.27
Croatia,2017,33.628
Croatia,2018,28.875
Croatia,2019,52.638
Croatia,2020,95.055
Croatia,2014,2551.22
Croatia,2015,1522.186
Croatia,2016,2998.583
Croatia,2017,3739.657
Croatia,2018,5839.83
Croatia,2019,2572.768
Croatia,2020,5199.312
Dominican Republic,2017,0
Dominican Republic,2018,15.583
Dominican Republic,2019,22.81
Dominican Republic,2020,17.315
Croatia,2019,0.02
Zambia,2010,2.917
Zambia,2018,25.671
Zambia,2019,25.372
Armenia,2014,1390.993
Armenia,2015,9570.141
Armenia,2016,17353.696
Armenia,2017,29710.2
Armenia,2018,39478.88
Armenia,2019,75394.017
Armenia,2020,117531.103
Lithuania,2010,38.136
Lithuania,2011,35.986
Lithuania,2012,44.236
Lithuania,2013,40.704
Lithuania,2014,46.021
Lithuania,2015,36.809
Lithuania,2016,68.566
Lithuania,2017,126.897
Lithuania,2018,211.633
Lithuania,2019,201.096
Lithuania,2020,236.242
Zambia,2010,25.625
Zambia,2011,40.82
Zambia,2012,70.291
Zambia,2013,77.132
Zambia,2014,74.178
Zambia,2015,44.991
Zambia,2016,56.452
Zambia,2017,39.415
Zambia,2018,45.47
Zambia,2019,36.853
Papua New Guinea,2013,0
Armenia,2014,0
Armenia,2015,0
Armenia,2018,0
Armenia,2019,0
Armenia,2020,0
Armenia,2014,0
Armenia,2018,0
Dominican Republic,2017,0
Dominican Republic,2018,783.45
Dominican Republic,2019,1208.024
Dominican Republic,2020,1009.889
Papua New Guinea,2013,0
Lithuania,2010,561.094
Lithuania,2011,586.439
Lithuania,2012,731.865
Lithuania,2013,881.198
Lithuania,2014,888.72
Lithuania,2015,956.924
Lithuania,2016,1009.619
Lithuania,2017,1370.915
Lithuania,2018,1408.17
Lithuania,2019,664.711
Lithuania,2020,795.504
Malawi,2015,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Papua New Guinea,2013,0
Croatia,2019,20.059
Croatia,2020,330.324
Dominican Republic,2014,4753.94
Dominican Republic,2017,6779.972
Dominican Republic,2018,8703.975
Dominican Republic,2019,8701.058
Dominican Republic,2020,9346.107
Malawi,2014,16711
Malawi,2015,21800
Malawi,2016,29316.844
Malawi,2017,31099.394
Malawi,2018,27226.874
Malawi,2019,34967.543
Malawi,2020,39362.721
Zambia,2010,163
Zambia,2011,0
Zambia,2012,0
Zambia,2013,0
Zambia,2014,0
Zambia,2015,0
Zambia,2016,0
Zambia,2017,0
Zambia,2018,7
Zambia,2019,125
Malawi,2016,0
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,10.89
Lithuania,2018,0
Lithuania,2019,0.125
Lithuania,2020,0.382
Malawi,2015,0
Malawi,2016,0
Malawi,2017,0.003
Malawi,2018,0.003
Malawi,2019,0.003
Malawi,2020,4.581
Papua New Guinea,2013,0
Papua New Guinea,2013,0
Malawi,2015,36.273
Malawi,2016,0
Dominican Republic,2017,0
Papua New Guinea,2013,0
Dominican Republic,2014,28365.936
Dominican Republic,2017,109899.745
Dominican Republic,2018,116161.448
Dominican Republic,2019,100047.145
Dominican Republic,2020,92576.334
Lithuania,2010,391.378
Lithuania,2011,425.422
Lithuania,2012,521.168
Lithuania,2013,609.451
Lithuania,2014,694.094
Lithuania,2015,845.15
Lithuania,2016,892.755
Lithuania,2017,1037.287
Lithuania,2018,1045.01
Lithuania,2019,412.689
Lithuania,2020,455.76
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,9.08
Lithuania,2018,0
Lithuania,2019,0.111
Lithuania,2020,0.311
Malawi,2015,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Armenia,2014,0
Armenia,2018,0
Papua New Guinea,2013,0
Papua New Guinea,2013,959.66
Papua New Guinea,2017,1615.005
Papua New Guinea,2018,1597.65
Malawi,2015,0
Malawi,2016,0
Malawi,2017,2.059
Malawi,2018,2.363
Malawi,2019,2.292
Malawi,2020,3541.469
Lithuania,2010,42.354
Lithuania,2011,25.23
Lithuania,2012,37.276
Lithuania,2013,47.542
Lithuania,2014,33.938
Lithuania,2015,38.094
Lithuania,2016,77.432
Lithuania,2017,96.499
Lithuania,2018,69.564
Lithuania,2019,44.575
Lithuania,2020,62.521
Armenia,2014,0
Armenia,2015,0
Armenia,2016,0
Armenia,2017,0
Armenia,2018,0
Armenia,2019,0
Armenia,2020,0
Armenia,2014,0
Armenia,2018,0
Armenia,2014,25.569
Armenia,2015,65.199
Armenia,2016,130.85
Armenia,2017,218.614
Armenia,2018,328.609
Armenia,2019,524.209
Armenia,2020,707.534
Armenia,2014,0
Armenia,2018,0
Croatia,2014,3628.56
Croatia,2015,4394.419
Croatia,2016,3438.618
Croatia,2017,5389.402
Croatia,2018,6357.213
Croatia,2019,8750.527
Croatia,2020,9994.902
Croatia,2014,575.769
Croatia,2015,628.51
Croatia,2016,479.682
Croatia,2017,859.59
Croatia,2018,982.69
Croatia,2019,1315.886
Croatia,2020,1628.089
Dominican Republic,2017,0
Dominican Republic,2017,0
Dominican Republic,2017,0
Dominican Republic,2018,3551.19
Dominican Republic,2019,6120.678
Dominican Republic,2020,6061.154
Dominican Republic,2014,639.502
Dominican Republic,2017,2275.39
Dominican Republic,2018,2310.466
Dominican Republic,2019,1889.104
Dominican Republic,2020,1587.225
Dominican Republic,2017,0.309
Dominican Republic,2018,0.121
Dominican Republic,2019,0.163
Dominican Republic,2020,0.251
Dominican Republic,2017,0
Lithuania,2010,28.54
Lithuania,2011,27.812
Lithuania,2012,33.528
Lithuania,2013,29.515
Lithuania,2014,37.905
Lithuania,2015,33.81
Lithuania,2016,65.047
Lithuania,2017,105.809
Lithuania,2018,184.833
Lithuania,2019,179.007
Lithuania,2020,192.52
Lithuania,2010,53.574
Lithuania,2011,78.308
Lithuania,2012,55.131
Lithuania,2013,50.825
Lithuania,2014,122.099
Lithuania,2015,202.18
Lithuania,2016,232.626
Lithuania,2017,147.58
Lithuania,2018,236.239
Lithuania,2019,88.792
Lithuania,2020,105.485
Lithuania,2010,420.529
Lithuania,2011,350.096
Lithuania,2012,485.377
Lithuania,2013,566.92
Lithuania,2014,731.082
Lithuania,2015,818.79
Lithuania,2016,1052.544
Lithuania,2017,1361.978
Lithuania,2018,1386.616
Lithuania,2019,2980.707
Lithuania,2020,3392.039
Lithuania,2010,1515.472
Lithuania,2011,1563.883
Lithuania,2012,1886.619
Lithuania,2013,2221.217
Lithuania,2014,2329.612
Lithuania,2015,2375.968
Lithuania,2016,2713.299
Lithuania,2017,3612.555
Lithuania,2018,3739.065
Lithuania,2019,4517.327
Lithuania,2020,5722.509
Lithuania,2010,522.959
Lithuania,2011,550.453
Lithuania,2012,687.629
Lithuania,2013,840.493
Lithuania,2014,842.699
Lithuania,2015,920.115
Lithuania,2016,941.053
Lithuania,2017,1244.018
Lithuania,2018,1196.537
Lithuania,2019,463.615
Lithuania,2020,559.263
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2010,250.956
Lithuania,2011,381.101
Lithuania,2012,388.546
Lithuania,2013,416.495
Lithuania,2014,352.831
Lithuania,2015,253.918
Lithuania,2016,259.026
Lithuania,2017,298.251
Lithuania,2018,323.874
Lithuania,2019,247.169
Lithuania,2020,384.157
Malawi,2016,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Malawi,2016,0
Malawi,2015,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Papua New Guinea,2013,0
Papua New Guinea,2013,400.198
Papua New Guinea,2013,0
Papua New Guinea,2013,0
Papua New Guinea,2013,0
Zambia,2010,453
Zambia,2011,585
Zambia,2012,614
Zambia,2013,751
Zambia,2014,1213
Zambia,2015,861
Zambia,2016,1078
Zambia,2017,1013
Zambia,2018,1181
Zambia,2019,1346
Zambia,2010,0
Zambia,2011,31.055
Zambia,2012,51.262
Zambia,2013,44.465
Zambia,2014,40.532
Zambia,2015,42.168
Zambia,2016,47.883
Zambia,2017,44.758
Zambia,2018,17.869
Zambia,2019,1.205
Zambia,2010,95
Zambia,2011,62.305
Zambia,2012,88.932
Zambia,2013,115.426
Zambia,2014,95.618
Zambia,2015,88.98
Zambia,2016,76.613
Zambia,2017,110.181
Zambia,2018,173.238
Zambia,2019,151.595
Armenia,2014,12144.531
Armenia,2015,31540.06
Armenia,2016,63323.367
Armenia,2017,105830.796
Armenia,2018,158964.618
Armenia,2019,251463.051
Armenia,2020,369750.039
Armenia,2014,0
Armenia,2018,0
Croatia,2014,115.78
Croatia,2015,114.388
Croatia,2016,304.186
Croatia,2017,81.831
Croatia,2018,1338.546
Croatia,2019,2256.002
Croatia,2020,406.019
Croatia,2014,18.372
Croatia,2015,16.36
Croatia,2016,42.434
Croatia,2017,13.052
Croatia,2018,206.911
Croatia,2019,339.253
Croatia,2020,66.137
Dominican Republic,2014,210867.17
Dominican Republic,2017,327467.883
Dominican Republic,2018,437602.812
Dominican Republic,2019,460808.921
Dominican Republic,2020,545120.101
Dominican Republic,2017,0
Dominican Republic,2018,158.51
Dominican Republic,2019,333.617
Dominican Republic,2020,509.334
Lithuania,2010,0
Lithuania,2011,0
Lithuania,2012,0
Lithuania,2013,0
Lithuania,2014,0
Lithuania,2015,0
Lithuania,2016,0
Lithuania,2017,0
Lithuania,2018,0
Lithuania,2019,0
Lithuania,2020,0
Malawi,2014,1168
Malawi,2016,26916.682
Malawi,2017,32397.677
Malawi,2018,36480.749
Malawi,2019,54429.881
Malawi,2020,51697.425
Malawi,2014,29001
Malawi,2015,41600
Malawi,2016,38775.47
Malawi,2017,52256.401
Malawi,2018,57417.368
Malawi,2019,98663.504
Malawi,2020,85323.798
Malawi,2014,42.001
Malawi,2015,33.448
Malawi,2016,29.968
Malawi,2017,39.384
Malawi,2018,0.617
Malawi,2019,1.008
Malawi,2020,10.393
Malawi,2016,0
Malawi,2017,0
Malawi,2018,0
Malawi,2019,0
Papua New Guinea,2013,969
Papua New Guinea,2013,94.164
Papua New Guinea,2017,538.811
Papua New Guinea,2018,451.991
Zambia,2010,33.958
Zambia,2011,0
Zambia,2012,0
Zambia,2013,0
Zambia,2014,0
Zambia,2015,0
Zambia,2016,0
Zambia,2017,0
Zambia,2018,0.587
Zambia,2019,8.859
Armenia,2014,177.129
Armenia,2015,1270.381
Armenia,2016,4120.253
Armenia,2017,9357.189
Armenia,2018,15647.82
Armenia,2019,23355.89
Armenia,2020,37473.946
Armenia,2014,0
